Experiment ID,Model,Attempt Number,Error Type,Message
3c22ff13-c77a-4624-9615-e33ce9134ceb,meta-llama-3.1-8b-instruct,1,NameError,name 'os' is not defined. Did you forget to import 'os'?
3c22ff13-c77a-4624-9615-e33ce9134ceb,meta-llama-3.1-8b-instruct,2,NameError,name 'os' is not defined. Did you forget to import 'os'?
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
d28cb53b-d16c-422e-90e7-cc3fb7adf694,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW5-2024-02-06-Ls7f9ZkQ_with_recently_deleted_content/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
841cde0e-d311-4a44-9509-59d97d30ea29,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/preferences/your_topics/recommended_topics.json'
8310e1c7-4f68-4a8c-ac77-b683c712f755,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
8ac8b00e-7796-45e6-8a80-900f77aa6475,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
f63a532e-aa52-48ad-902d-75fb08259d79,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
8af5ca1d-ab57-4277-8213-7c9ee989a411,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
c0f82286-751d-46de-a0e6-eb185a65929a,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
744c94aa-3409-4ab0-bb88-dc72071fd100,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
9799854f-f0c0-4a39-8ee2-182efe630be8,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
90a13f80-9d80-4e7c-b11a-f1849e4c094c,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
02c17ae0-6b1c-4064-a1ef-a480f363a8ce,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
cfc317ae-cb05-4d9f-b8de-80c5260de7e6,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/ads_viewed.json'
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/impressions_history_ads_seen.json'
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/impressions_history_ads_seen.json'
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/impressions_history_ads_seen.json'
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/impressions_history_ads_seen.json'
4bc836fe-ac3a-4b81-b2dc-d96d57c1d067,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-leridash-2025-04-15-tyc7Gjjv/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/ads_viewed.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5aa7043b-c18a-4a35-93dc-0230a9f751ef,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM/ads_information/ads_and_topics/impressions_history_ads_seen.json'
9317a3f7-9abe-4e38-a511-d7449018b6f2,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7/ads_information/ads_and_topics/impressions_history_ads_seen.json'
9317a3f7-9abe-4e38-a511-d7449018b6f2,meta-llama-3.1-8b-instruct,2,FileNotFoundError,Error: The impressions_history_ads_seen.json file does not exist. Returning CSV with only column headers.
9317a3f7-9abe-4e38-a511-d7449018b6f2,meta-llama-3.1-8b-instruct,3,FileNotFoundError,Error: The impressions_history_ads_seen.json file does not exist. Returning CSV with only column headers.
9317a3f7-9abe-4e38-a511-d7449018b6f2,meta-llama-3.1-8b-instruct,4,NameError,name 'impressions_history_ads_seen_data' is not defined
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
c7ba2559-549d-479c-920b-adcf81f3ef1f,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-HRzejYIL/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
5d817f99-6faa-4d50-8094-d3b8da7111c4,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-04-12-n2sjdWwP/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
e69f9289-90db-43ca-a2cf-b1373edcc24b,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_last_month/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
344ee19d-b89e-4207-9051-9f9d1bff7eed,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
b23de7d4-502e-462f-8a06-af89910c8fa3,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW3-2024-01-30-OvOU7CoQ_with_new_files/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
8ede6c29-a3e5-454f-ae82-778c94ac72d5,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown/ads_information/ads_and_topics/impressions_history_ads_seen.json'
23254eb7-18eb-4cbc-b9c6-472df1bf06d3,meta-llama-3.1-8b-instruct,1,KeyError,'Author'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
b1690512-d408-4b2f-922e-bc8ce2997096,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-01-08-SsGs6mZ4_english/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
dd16ed50-18c9-40bb-9b03-c7f67f988700,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm/ads_information/ads_and_topics/ads_viewed.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
a1143a3f-a122-44b9-91bc-63a995b7314d,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-zoomiies_-2025-05-03-ASH5BC44/ads_information/ads_and_topics/impressions_history_ads_seen.json'
082a8cef-bfee-4daf-b84c-ac795e777146,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
799ee164-df60-4204-b75e-920dbc6b1a2a,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
51cbaa77-002c-4bd2-8324-52f7191ba32e,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
c849c55a-3b7d-4522-a96b-978def8736f2,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
6c057ed6-247c-4e02-a1e9-30dce1b92adf,qwen2.5-coder-32b-instruct,1,ValueError,The required keys are missing in one of the entries in the JSON data.
e9b5ad7c-34d4-401f-9885-89edf56c98b8,qwen2.5-coder-32b-instruct,1,ValueError,The required keys are missing in one of the entries in the JSON data.
0c4b509f-f090-4a8c-812e-baefd1c37947,qwen2.5-coder-32b-instruct,1,ValueError,The required keys are missing in one of the entries in the JSON data.
bf66cfae-3225-4277-a20e-16a514762bb4,qwen2.5-coder-32b-instruct,1,ValueError,The required keys are missing in one of the entries in the JSON data.
b8f06290-92ac-47b3-a4c4-16a5498360c1,qwen2.5-coder-32b-instruct,1,ValueError,The required keys are missing in one of the entries in the JSON data.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,1,FileNotFoundError,Error: The file does not exist.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,2,FileNotFoundError,Error: The file does not exist.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,3,FileNotFoundError,Error: The file does not exist.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,4,FileNotFoundError,Error: The file does not exist.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,5,FileNotFoundError,Error: The file does not exist.
67e4b9d4-fb0c-43d8-9768-521a9143c825,mistral-large-instruct,6,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,1,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,2,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,3,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,4,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,5,FileNotFoundError,Error: The file does not exist.
90012d85-0972-4dab-915d-6a4e1c13b066,mistral-large-instruct,6,FileNotFoundError,Error: The file does not exist.
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,1,FileNotFoundError,Error: The file does not exist.
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,2,FileNotFoundError,Error: The file does not exist.
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,3,FileNotFoundError,Error: The file does not exist.
