Experiment ID,Model,Attempt Number,Error Type,Message
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,1,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,2,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,3,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,4,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,5,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
e06779c7-7c4c-4809-8488-0c0fa3abfe12,qwen2.5-coder-32b-instruct,6,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,1,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,2,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,3,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,4,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,5,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b4632f8d-24c9-472d-92b4-2ea8f75f0e85,qwen2.5-coder-32b-instruct,6,UnicodeEncodeError,Error: An unexpected error occurred - 'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
aa03f8ff-42cc-455b-a7b8-378c59e5e4fa,qwen2.5-coder-32b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW4-2024-02-06-FTQ9jtOp_with_countdown\\your_instagram_activity\\messages\\message_requests\\cristianotroisdeoliveirahanserhardtmattihaapojaund11weiterepersonen_2987429321479882\\message_1.json'
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,1,ValueError,No devices found in the devices.json file.
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,2,ValueError,No devices found in the devices.json file.
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,3,ValueError,No devices found in the devices.json file.
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,4,ValueError,No devices found in the devices.json file.
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,5,ValueError,No devices found in the devices.json file.
e3e0443a-686f-4e71-b79b-d5c685eccc16,qwen2.5-coder-32b-instruct,6,ValueError,No devices found in the devices.json file.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,1,FileNotFoundError,The profile_changes.json file does not exist.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,2,FileNotFoundError,The profile_changes.json file does not exist.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,3,FileNotFoundError,The profile_changes.json file does not exist.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,4,FileNotFoundError,The profile_changes.json file does not exist.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,5,FileNotFoundError,The profile_changes.json file does not exist.
6e9f61ae-27d3-4c6c-b7c5-1651ccc8b930,qwen2.5-coder-32b-instruct,6,FileNotFoundError,The profile_changes.json file does not exist.
