Experiment ID,Model,Attempt Number,Error Type,Message
ec3f3056-ae0b-467d-b6d4-7bc3d4f6c121,mistral-large-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm\\ads_information\\ads_and_topics\\ads_viewed.json'
ec3f3056-ae0b-467d-b6d4-7bc3d4f6c121,mistral-large-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-pbrenner96-2024-06-11-fak0ewfm\\ads_information\\ads_and_topics\\ads_viewed.json'
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
f0503b30-b865-49af-954f-58f8e88a77e5,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
61966159-c927-41fd-b312-98a754ce6ff7,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
05e0da62-8a72-4f09-96bc-8e83e3432897,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
45d36751-5f02-4a25-a7c4-3670dafe4956,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
90b10c24-8e0d-4cc9-9ffb-9ccb64fa47e1,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
93d05497-d0d4-4f42-ae61-4da0abd0b1a5,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,1,UnknownError,Error: The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
847c31c6-dab4-4989-8a6b-8f1e8f9daf94,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
270d1f59-83d2-4866-ba7d-e2489032c229,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
850cffc9-b238-43c5-9239-64b1a019fde2,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
9c1f26d9-c8ed-491f-80c6-7e55eeda5118,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
df8daf3c-b02f-48e9-b2db-d4d7d7ba4d12,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
1fa8a795-90a3-40ef-8d30-6c4499b8fdc7,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
f2045947-234b-4135-b37d-c48b0921dd9b,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
6df27065-9c07-4195-840c-45d3ef50b41b,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
10685e6e-bc2b-4b71-abea-98ce96149a9b,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,1,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,4,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
6e45648b-7de8-40c5-bf34-750d473db3c5,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,1,UnknownError,Error: The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,2,FileNotFoundError,The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,3,FileNotFoundError,The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,4,UnknownError,Error: The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,5,FileNotFoundError,The locations_of_interest.json file does not exist.
01234086-49a5-4749-97cd-f341c06cd96e,mistral-large-instruct,6,FileNotFoundError,The locations_of_interest.json file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
5c2005fd-dac1-4d86-8d7c-17957b8ac29e,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
8e119120-d55f-4f78-9d01-8dd62bcd5f6e,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
291deabb-5d11-45cf-87b6-0eff941db1fd,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
e23fca40-b95d-4251-93a1-95cd2d1804c2,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
a33ab75a-3714-4e27-aeb8-21c3ffc4c711,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
000c0cc1-265e-4982-9690-19b3c8202129,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,1,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,2,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,3,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,4,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,5,FileNotFoundError,The specified file does not exist.
d7945c3c-a0a7-4763-99c3-0ad6bcf11249,qwen2.5-72b-instruct,6,FileNotFoundError,The specified file does not exist.
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,5,KeyError,'shopping'
b0b61b8b-e2dd-4245-859f-7ada38e7f903,meta-llama-3.1-8b-instruct,6,KeyError,'shopping'
99dead70-414f-4b16-a84d-1b193e720e2c,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
99dead70-414f-4b16-a84d-1b193e720e2c,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
99dead70-414f-4b16-a84d-1b193e720e2c,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
99dead70-414f-4b16-a84d-1b193e720e2c,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
cf6b816e-a798-4c07-978a-3a69ad408501,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
8133447c-8aa5-4939-8324-3311412d4b41,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'query_responses/results.csv'
8133447c-8aa5-4939-8324-3311412d4b41,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
8133447c-8aa5-4939-8324-3311412d4b41,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
8133447c-8aa5-4939-8324-3311412d4b41,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
8133447c-8aa5-4939-8324-3311412d4b41,meta-llama-3.1-8b-instruct,5,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,5,KeyError,'shopping'
f47b2d12-7418-44cd-b5b3-c7735e854f4b,meta-llama-3.1-8b-instruct,6,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,5,KeyError,'shopping'
beb4e0bd-61b4-41ba-b89a-e9940d80944d,meta-llama-3.1-8b-instruct,6,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,1,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,3,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,4,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,5,KeyError,'shopping'
490c93a8-1844-4e9f-94ce-168cddf16cf5,meta-llama-3.1-8b-instruct,6,KeyError,'shopping'
dfc06504-2515-43ef-b64a-91fb0e2c3af4,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'query_responses/results.csv'
2d9511ff-f393-4ab2-bcdc-24bbba33d63e,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'query_responses/results.csv'
2d9511ff-f393-4ab2-bcdc-24bbba33d63e,meta-llama-3.1-8b-instruct,2,KeyError,'shopping'
b1616106-b235-4798-b99f-6d0d3357db43,mistral-large-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\your_instagram_activity\\messages\\message_requests\\oussamabenaissainstagramnutzergialucianound10weiterepersonen_429019091696115\\message_1.json'
